order_id,city,assigned_facility,assignment_distance_km,assigned_radius_km,expected_breach_prob,after_coverage,assigned_month_orders,after_fixed_cost_per_order,after_variable_cost_inr,after_cost_to_serve_inr
ORD0000323,Pune,PUN-03,1.140538,3.500000,0.019961,1,6179,17.251983,38.582585,55.834567
ORD0000326,Pune,CS-01,0.772782,3.500000,0.010928,1,9945,14.087481,35.737321,49.824802
ORD0000327,Pune,PUN-06,0.900599,2.500000,0.013482,1,8315,13.337342,36.708643,50.045985
ORD0000329,Pune,PUN-06,3.088402,2.500000,0.341976,0,8315,13.337342,61.878095,75.215438
ORD0000336,Pune,PUN-03,2.609237,3.500000,0.189792,1,6179,17.251983,53.958432,71.210414
ORD0000338,Pune,PUN-04,3.059186,2.500000,0.331128,0,3178,31.749528,61.348146,93.097674
ORD0000342,Pune,PUN-06,1.544997,2.500000,0.038375,1,8315,13.337342,41.966237,55.303579
ORD0000343,Pune,PUN-05,4.888838,4.000000,0.912109,0,6302,14.487464,91.585123,106.072587
ORD0000344,Pune,CS-01,1.259867,3.500000,0.024236,1,9945,14.087481,39.546145,53.633626
ORD0000345,Pune,PUN-06,3.956013,2.500000,0.687477,0,8315,13.337342,78.316410,91.653752
ORD0000346,Pune,PUN-01,3.264734,3.500000,0.410656,1,4724,23.666384,65.172807,88.839191
ORD0000347,Pune,PUN-06,0.844257,2.500000,0.012291,1,8315,13.337342,36.278514,49.615856
ORD0000350,Pune,PUN-01,0.204677,3.500000,0.004277,1,4724,23.666384,31.561053,55.227438
ORD0000351,Pune,PUN-06,0.643964,2.500000,0.008840,1,8315,13.337342,34.772931,48.110273
ORD0000352,Pune,PUN-01,0.982655,3.500000,0.015422,1,4724,23.666384,37.341255,61.007640
ORD0000355,Pune,PUN-03,1.476922,3.500000,0.034409,1,6179,17.251983,41.370725,58.622707
ORD0000360,Pune,PUN-04,2.264578,2.500000,0.116651,1,3178,31.749528,49.351572,81.101100
ORD0000361,Pune,PUN-05,1.610953,4.000000,0.042634,1,6302,14.487464,42.555699,57.043163
ORD0000365,Pune,PUN-04,0.922871,2.500000,0.013983,1,3178,31.749528,36.879589,68.629117
ORD0000366,Pune,CS-01,0.510178,3.500000,0.007089,1,9945,14.087481,33.783909,47.871391
ORD0000367,Pune,PUN-03,0.801012,3.500000,0.011448,1,6179,17.251983,35.950511,53.202494
ORD0000371,Pune,PUN-03,2.345881,3.500000,0.131321,1,6179,17.251983,50.360807,67.612789
ORD0000373,Pune,PUN-06,1.686528,2.500000,0.048070,1,8315,13.337342,43.247785,56.585127
ORD0000376,Pune,CS-01,1.373207,3.500000,0.029117,1,9945,14.087481,40.485942,54.573423
ORD0000379,Pune,PUN-01,1.162483,3.500000,0.020687,1,4724,23.666384,38.757996,62.424380
ORD0000380,Pune,PUN-03,0.636036,3.500000,0.008725,1,6179,17.251983,34.713998,51.965981
ORD0000381,Pune,PUN-01,2.972758,3.500000,0.300101,1,4724,23.666384,59.812329,83.478714
ORD0000382,Pune,PUN-01,0.932454,3.500000,0.014205,1,4724,23.666384,36.953314,60.619699
ORD0000383,Pune,PUN-04,0.622162,2.500000,0.008527,1,3178,31.749528,34.610958,66.360486
ORD0000384,Pune,CS-01,3.651902,3.500000,0.570186,0,9945,14.087481,72.668901,86.756382
ORD0000385,Pune,PUN-01,0.350701,3.500000,0.005446,1,4724,23.666384,32.618296,56.284680
ORD0000388,Pune,PUN-06,0.489426,2.500000,0.006850,1,8315,13.337342,33.631477,46.968819
ORD0000390,Pune,PUN-03,2.567251,3.500000,0.179287,1,6179,17.251983,53.349374,70.601357
ORD0000391,Pune,CS-01,0.999919,3.500000,0.015864,1,9945,14.087481,37.475369,51.562850
ORD0000393,Pune,PUN-06,1.312723,2.500000,0.026404,1,8315,13.337342,39.981176,53.318519
ORD0000396,Pune,CS-01,0.974582,3.500000,0.015220,1,9945,14.087481,37.278670,51.366152
ORD0000402,Pune,CS-01,1.891802,3.500000,0.066331,1,9945,14.087481,45.232541,59.320022
ORD0000404,Pune,PUN-01,1.164749,3.500000,0.020764,1,4724,23.666384,38.776149,62.442534
ORD0000408,Pune,PUN-06,4.017825,2.500000,0.709127,0,8315,13.337342,79.398586,92.735928
ORD0000412,Pune,PUN-03,2.408965,3.500000,0.143759,1,6179,17.251983,51.175520,68.427502
ORD0000413,Pune,CS-01,1.124407,3.500000,0.019443,1,9945,14.087481,38.454128,52.541609
ORD0000415,Pune,PUN-03,0.678415,3.500000,0.009356,1,6179,17.251983,35.029578,52.281560
ORD0000416,Pune,PUN-06,2.458327,2.500000,0.154162,1,8315,13.337342,51.833146,65.170488
ORD0000417,Pune,PUN-03,1.167987,3.500000,0.020873,1,6179,17.251983,38.802112,56.054094
ORD0000418,Pune,CS-01,3.226080,3.500000,0.395192,1,9945,14.087481,64.438314,78.525795
ORD0000419,Pune,PUN-04,2.367088,2.500000,0.135397,1,3178,31.749528,50.631529,82.381057
ORD0000421,Pune,PUN-05,4.896809,4.000000,0.913165,0,6302,14.487464,91.672627,106.160091
ORD0000429,Pune,PUN-06,0.549851,2.500000,0.007569,1,8315,13.337342,34.076015,47.413357
ORD0000430,Pune,PUN-05,1.016556,4.000000,0.016302,1,6302,14.487464,37.604958,52.092423
ORD0000432,Pune,PUN-01,0.598629,3.500000,0.008203,1,4724,23.666384,34.436487,58.102871
ORD0000436,Pune,PUN-06,1.297082,2.500000,0.025743,1,8315,13.337342,39.851872,53.189214
ORD0000437,Pune,PUN-03,1.174910,3.500000,0.021110,1,6179,17.251983,38.857670,56.109652
ORD0000440,Pune,PUN-05,1.204490,4.000000,0.022151,1,6302,14.487464,39.095955,53.583420
ORD0000443,Pune,PUN-05,0.314275,4.000000,0.005128,1,6302,14.487464,32.353763,46.841228
ORD0000445,Pune,PUN-01,0.221868,3.500000,0.004401,1,4724,23.666384,31.685094,55.351478
ORD0000449,Pune,PUN-06,1.266819,2.500000,0.024511,1,8315,13.337342,39.603056,52.940398
ORD0000452,Pune,PUN-06,3.682776,2.500000,0.582721,0,8315,13.337342,73.261071,86.598413
ORD0000454,Pune,PUN-04,1.779513,2.500000,0.055661,1,3178,31.749528,44.126423,75.875951
ORD0000455,Pune,PUN-01,0.616670,3.500000,0.008451,1,4724,23.666384,34.570210,58.236595
ORD0000459,Pune,CS-01,1.940042,3.500000,0.071475,1,9945,14.087481,45.724561,59.812042
ORD0000462,Pune,PUN-01,0.544665,3.500000,0.007504,1,4724,23.666384,34.037776,57.704161
ORD0000467,Pune,PUN-03,0.852216,3.500000,0.012452,1,6179,17.251983,36.339079,53.591061
ORD0000468,Pune,CS-01,1.208546,3.500000,0.022297,1,9945,14.087481,39.128744,53.216225
ORD0000469,Pune,PUN-06,0.660003,2.500000,0.009076,1,8315,13.337342,34.892310,48.229652
ORD0000470,Pune,PUN-01,3.851695,3.500000,0.649051,0,4724,23.666384,76.433399,100.099783
ORD0000471,Pune,PUN-03,2.637658,3.500000,0.197167,1,6179,17.251983,54.378609,71.630591
ORD0000473,Pune,PUN-06,0.441396,2.500000,0.006327,1,8315,13.337342,33.279596,46.616938
ORD0000482,Pune,PUN-04,2.427399,2.500000,0.147574,1,3178,31.749528,51.419004,83.168532
ORD0000483,Pune,PUN-01,1.982379,3.500000,0.076291,1,4724,23.666384,46.165399,69.831784
ORD0000484,Pune,PUN-05,1.387332,4.000000,0.029788,1,6302,14.487464,40.604967,55.092431
ORD0000485,Pune,PUN-03,1.880243,3.500000,0.065150,1,6179,17.251983,45.116204,62.368186
ORD0000486,Pune,PUN-03,1.087380,3.500000,0.018303,1,6179,17.251983,38.160740,55.412722
ORD0000493,Pune,PUN-05,0.860193,4.000000,0.012617,1,6302,14.487464,36.399847,50.887311
ORD0000496,Pune,CS-01,0.317052,3.500000,0.005151,1,9945,14.087481,32.373908,46.461389
ORD0000497,Pune,PUN-04,1.140654,2.500000,0.019964,1,3178,31.749528,38.583508,70.333036
ORD0000500,Pune,PUN-03,3.437218,3.500000,0.481405,1,6179,17.251983,68.502688,85.754670
ORD0000502,Pune,PUN-03,1.596712,3.500000,0.041678,1,6179,17.251983,42.427327,59.679309
ORD0000505,Pune,CS-01,2.468880,3.500000,0.156464,1,9945,14.087481,51.976083,66.063565
ORD0000507,Pune,PUN-05,1.227399,4.000000,0.022991,1,6302,14.487464,39.281529,53.768994
ORD0000510,Pune,PUN-06,2.573236,2.500000,0.180757,0,8315,13.337342,53.435351,66.772693
ORD0000512,Pune,PUN-01,3.692928,3.500000,0.586821,0,4724,23.666384,73.455118,97.121502
ORD0000513,Pune,PUN-06,0.683702,2.500000,0.009438,1,8315,13.337342,35.069042,48.406384
ORD0000516,Pune,PUN-03,0.470982,3.500000,0.006644,1,6179,17.251983,33.496209,50.748191
ORD0000518,Pune,PUN-05,6.545868,4.000000,0.993912,0,6302,14.487464,105.638439,120.125903
ORD0000520,Pune,PUN-01,2.867561,3.500000,0.264684,1,4724,23.666384,58.013450,81.679834
ORD0000522,Pune,PUN-05,1.034150,4.000000,0.016778,1,6302,14.487464,37.742398,52.229862
ORD0000523,Pune,CS-01,3.125129,3.500000,0.355850,1,9945,14.087481,62.551406,76.638887
ORD0000526,Pune,PUN-06,0.629343,2.500000,0.008629,1,8315,13.337342,34.664272,48.001614
ORD0000528,Pune,PUN-06,4.464881,2.500000,0.836800,0,8315,13.337342,86.358165,99.695507
ORD0000529,Pune,PUN-06,1.095096,2.500000,0.018535,1,8315,13.337342,38.221710,51.559052
ORD0000531,Pune,PUN-03,1.276069,3.500000,0.024881,1,6179,17.251983,39.678919,56.930901
ORD0000532,Pune,PUN-01,2.318079,3.500000,0.126136,1,4724,23.666384,50.010648,73.677033
ORD0000535,Pune,CS-01,3.984418,3.500000,0.697536,0,9945,14.087481,78.816992,92.904474
ORD0000536,Pune,PUN-06,3.372174,2.500000,0.454481,0,8315,13.337342,67.239648,80.576990
ORD0000537,Pune,CS-01,2.119649,3.500000,0.094016,1,9945,14.087481,47.658033,61.745514
ORD0000540,Pune,PUN-04,2.575809,2.500000,0.181391,0,3178,31.749528,53.472388,85.221916
ORD0000541,Pune,PUN-05,6.917115,4.000000,0.996707,0,6302,14.487464,108.321019,122.808483
ORD0000544,Pune,CS-01,0.706221,3.500000,0.009794,1,9945,14.087481,35.237379,49.324860
ORD0000546,Pune,PUN-06,4.433521,2.500000,0.829552,0,8315,13.337342,85.921209,99.258551
ORD0000547,Pune,PUN-03,3.401568,3.500000,0.466625,1,6179,17.251983,67.809710,85.061693
ORD0000553,Pune,PUN-03,2.321029,3.500000,0.126678,1,6179,17.251983,50.047546,67.299528
ORD0000555,Pune,CS-01,0.955153,3.500000,0.014743,1,9945,14.087481,37.128364,51.215845
ORD0000560,Pune,PUN-06,4.421039,2.500000,0.826597,0,8315,13.337342,85.745187,99.082529
ORD0000561,Pune,PUN-06,1.266623,2.500000,0.024503,1,8315,13.337342,39.601455,52.938797
ORD0000562,Pune,PUN-06,1.699516,2.500000,0.049068,1,8315,13.337342,43.368639,56.705981
ORD0000567,Pune,PUN-06,0.633974,2.500000,0.008695,1,8315,13.337342,34.698676,48.036018
ORD0000568,Pune,CS-01,0.258140,3.500000,0.004673,1,9945,14.087481,31.947172,46.034653
ORD0000569,Pune,PUN-03,2.705383,3.500000,0.215604,1,6179,17.251983,55.405815,72.657797
ORD0000570,Pune,PUN-05,3.763302,4.000000,0.614880,1,6302,14.487464,74.789500,89.276964
ORD0000572,Pune,PUN-05,3.955481,4.000000,0.687287,1,6302,14.487464,78.306981,92.794445
ORD0000575,Pune,PUN-03,1.569645,3.500000,0.039917,1,6179,17.251983,42.185021,59.437003
ORD0000578,Pune,PUN-06,1.241735,2.500000,0.023533,1,8315,13.337342,39.398130,52.735472
ORD0000580,Pune,PUN-03,1.093484,3.500000,0.018486,1,6179,17.251983,38.208971,55.460953
ORD0000581,Pune,PUN-05,3.891470,4.000000,0.663966,1,6302,14.487464,77.159262,91.646727
ORD0000582,Pune,PUN-05,5.819653,4.000000,0.979917,0,6302,14.487464,100.135096,114.622560
ORD0000583,Pune,PUN-06,0.989571,2.500000,0.015598,1,8315,13.337342,37.394940,50.732282
ORD0000585,Pune,PUN-06,1.954054,2.500000,0.073037,1,8315,13.337342,45.869502,59.206844
ORD0000587,Pune,PUN-06,1.197295,2.500000,0.021893,1,8315,13.337342,39.037859,52.375201
ORD0000588,Pune,PUN-06,0.400025,2.500000,0.005909,1,8315,13.337342,32.977453,46.314795
ORD0000593,Pune,CS-01,1.978087,3.500000,0.075790,1,9945,14.087481,46.120305,60.207786
ORD0000598,Pune,PUN-04,2.363702,2.500000,0.134739,1,3178,31.749528,50.588088,82.337616
ORD0000605,Pune,PUN-03,0.933076,3.500000,0.014219,1,6179,17.251983,36.958106,54.210089
ORD0000610,Pune,PUN-05,1.267589,4.000000,0.024541,1,6302,14.487464,39.609364,54.096829
ORD0000611,Pune,PUN-05,1.266703,4.000000,0.024506,1,6302,14.487464,39.602110,54.089575
ORD0000614,Pune,PUN-03,1.966165,3.500000,0.074413,1,6179,17.251983,45.995544,63.247526
ORD0000618,Pune,PUN-03,2.831402,3.500000,0.253147,1,6179,17.251983,57.414238,74.666220
ORD0000622,Pune,PUN-04,1.384213,2.500000,0.029638,1,3178,31.749528,40.578646,72.328174
ORD0000623,Pune,PUN-05,4.817182,4.000000,0.902075,0,6302,14.487464,90.782514,105.269978
ORD0000625,Pune,PUN-06,1.248750,2.500000,0.023802,1,8315,13.337342,39.455322,52.792664
ORD0000627,Pune,PUN-06,0.235494,2.500000,0.004501,1,8315,13.337342,31.783488,45.120830
ORD0000628,Pune,PUN-01,3.631828,3.500000,0.561986,0,4724,23.666384,72.282390,95.948774
ORD0000631,Pune,PUN-06,0.435089,2.500000,0.006262,1,8315,13.337342,33.233475,46.570817
ORD0000633,Pune,PUN-04,2.013765,2.500000,0.080052,1,3178,31.749528,46.497916,78.247444
ORD0000634,Pune,CS-01,2.240321,3.500000,0.112558,1,9945,14.087481,49.058990,63.146471
ORD0000635,Pune,CS-01,2.994561,3.500000,0.307771,1,9945,14.087481,60.195073,74.282554
ORD0000638,Pune,CS-01,0.239694,3.500000,0.004532,1,9945,14.087481,31.813831,45.901312
